API URL,Title,Name,Catalog URL,CDI Theme,Broken
https://catalog.data.gov/api/3/action/package_show?id=gldas-noah-land-surface-model-l4-monthly-0-25-x-0-25-degree-v2-1-gldas-noah025-m-at-ges-di,GLDAS Noah Land Surface Model L4 monthly 0.25 x 0.25 degree V2.1 (GLDAS_NOAH025_M) at GES DISC,gldas-noah-land-surface-model-l4-monthly-0-25-x-0-25-degree-v2-1-gldas-noah025-m-at-ges-di,https://catalog.data.gov/dataset/gldas-noah-land-surface-model-l4-monthly-0-25-x-0-25-degree-v2-1-gldas-noah025-m-at-ges-di,Water,
https://catalog.data.gov/api/3/action/package_show?id=geochemistry-of-soils-in-the-us-from-the-pluto-database,Geochemistry of soils in the US from the PLUTO database,geochemistry-of-soils-in-the-us-from-the-pluto-database,https://catalog.data.gov/dataset/geochemistry-of-soils-in-the-us-from-the-pluto-database,"['Arctic', 'Permafrost and Arctic Landscapes']",
https://catalog.data.gov/api/3/action/package_show?id=arctic-geology-geoarcst,Arctic Geology (geoarcst),arctic-geology-geoarcst,https://catalog.data.gov/dataset/arctic-geology-geoarcst,"['Energy Infrastructure', 'Permafrost and Arctic Landscapes', 'Arctic Development and Transport', 'Arctic Peoples and Ecosystems', 'Arctic']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=oblique-photographs-taken-during-low-altitude-transects-of-the-arctic-network-of-national-2013,"Oblique photographs taken during low-altitude transects of the Arctic Network of national park units and Selawik National Wildlife Refuge, Alaska, July 2013",oblique-photographs-taken-during-low-altitude-transects-of-the-arctic-network-of-national-2013,https://catalog.data.gov/dataset/oblique-photographs-taken-during-low-altitude-transects-of-the-arctic-network-of-national-2013,"['Permafrost and Arctic Landscapes', 'Arctic Peoples and Ecosystems', 'Arctic']",
https://catalog.data.gov/api/3/action/package_show?id=investigation-of-bacterial-pathogens-associated-with-concentrated-animal-feeding-operations-caf,Investigation of bacterial pathogens associated with concentrated animal feeding operations (CAFOs) and their potential impacts on a National Wildlife Refuge in Oklahoma: Final report,investigation-of-bacterial-pathogens-associated-with-concentrated-animal-feeding-operations-caf,https://catalog.data.gov/dataset/investigation-of-bacterial-pathogens-associated-with-concentrated-animal-feeding-operations-caf,Human Health,
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=water-level-change-high-plains-aquifer-2000-to-2005,"Water-level change, High Plains aquifer, 2000 to 2005",water-level-change-high-plains-aquifer-2000-to-2005,https://catalog.data.gov/dataset/water-level-change-high-plains-aquifer-2000-to-2005,"['Water Resources', 'Ecosystem Vulnerability']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=national-stream-quality-accounting-network-and-national-monitoring-network-basin-bounda-2008-13,"National Stream Quality Accounting Network and National Monitoring Network Basin Boundary Geospatial Dataset, 2008-13",national-stream-quality-accounting-network-and-national-monitoring-network-basin-bounda-2008-13,https://catalog.data.gov/dataset/national-stream-quality-accounting-network-and-national-monitoring-network-basin-bounda-2008-13,"['Atmospheric, Earth and Ocean Sciences', 'Ecosystem Vulnerability']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=u-s-geological-survey-polar-bear-mark-recapture-records-alaska-portion-of-the-souther-2001-2010,"U.S. Geological Survey Polar Bear Mark-Recapture Records, Alaska Portion of the Southern Beaufort Sea, 2001-2010",u-s-geological-survey-polar-bear-mark-recapture-records-alaska-portion-of-the-souther-2001-2010,https://catalog.data.gov/dataset/u-s-geological-survey-polar-bear-mark-recapture-records-alaska-portion-of-the-souther-2001-2010,"['Arctic Ocean, Sea Ice and Coasts', 'Permafrost and Arctic Landscapes', 'Arctic Peoples and Ecosystems', 'Arctic']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=enviroatlas-below-ground-live-tree-biomass-carbon-storage-for-the-conterminous-united-states-f,EnviroAtlas - Below Ground Live Tree Biomass Carbon Storage for the Conterminous United States- Forested,enviroatlas-below-ground-live-tree-biomass-carbon-storage-for-the-conterminous-united-states-f,https://catalog.data.gov/dataset/enviroatlas-below-ground-live-tree-biomass-carbon-storage-for-the-conterminous-united-states-f,"['Ecosystem Vulnerability', 'Carbon Balance']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=climate-reconstructions,Climate Reconstructions,climate-reconstructions,https://catalog.data.gov/dataset/climate-reconstructions,"['Arctic Weather and Extreme Events', 'Permafrost and Arctic Landscapes', 'Arctic Peoples and Ecosystems', 'Arctic', 'Human Health']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=icebridge-atm-l2-icessn-elevation-slope-and-roughness-v001,"IceBridge ATM L2 Icessn Elevation, Slope, and Roughness V001",icebridge-atm-l2-icessn-elevation-slope-and-roughness-v001,https://catalog.data.gov/dataset/icebridge-atm-l2-icessn-elevation-slope-and-roughness-v001,"['Arctic', 'Arctic Ocean, Sea Ice and Coasts', 'Melting Glaciers, Snow and Ice', 'Arctic Weather and Extreme Events']",
https://catalog.data.gov/api/3/action/package_show?id=arctic-survey-1957,"Arctic survey, 1957",arctic-survey-1957,https://catalog.data.gov/dataset/arctic-survey-1957,"['Permafrost and Arctic Landscapes', 'Arctic Peoples and Ecosystems', 'Arctic']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=enviroatlas-percent-stream-buffer-zone-as-natural-land-cover-for-the-conterminous-united-state,EnviroAtlas - Percent Stream Buffer Zone As Natural Land Cover for the Conterminous United States,enviroatlas-percent-stream-buffer-zone-as-natural-land-cover-for-the-conterminous-united-state,https://catalog.data.gov/dataset/enviroatlas-percent-stream-buffer-zone-as-natural-land-cover-for-the-conterminous-united-state,Water,
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=digital-data-set-describing-surficial-geology-in-the-conterminous-us,Digital data set describing surficial geology in the conterminous US,digital-data-set-describing-surficial-geology-in-the-conterminous-us,https://catalog.data.gov/dataset/digital-data-set-describing-surficial-geology-in-the-conterminous-us,"['Atmospheric, Earth and Ocean Sciences', 'Ecosystem Vulnerability']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=enviroatlas-percent-impervious-for-the-conterminous-united-states,EnviroAtlas - Percent Impervious for the Conterminous United States,enviroatlas-percent-impervious-for-the-conterminous-united-states,https://catalog.data.gov/dataset/enviroatlas-percent-impervious-for-the-conterminous-united-states,Water,
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=attributes-for-nhdplus-catchments-version-1-1-basin-characteristics-2002,"Attributes for NHDPlus Catchments (Version 1.1): Basin Characteristics, 2002",attributes-for-nhdplus-catchments-version-1-1-basin-characteristics-2002,https://catalog.data.gov/dataset/attributes-for-nhdplus-catchments-version-1-1-basin-characteristics-2002,Water,
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=global-annual-freezing-and-thawing-indices,Global Annual Freezing and Thawing Indices,global-annual-freezing-and-thawing-indices,https://catalog.data.gov/dataset/global-annual-freezing-and-thawing-indices,Energy Infrastructure,
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=enviroatlas-above-ground-live-biomass-carbon-storage-for-the-conterminous-united-states-forest,EnviroAtlas - Above Ground Live Biomass Carbon Storage for the Conterminous United States- Forested,enviroatlas-above-ground-live-biomass-carbon-storage-for-the-conterminous-united-states-forest,https://catalog.data.gov/dataset/enviroatlas-above-ground-live-biomass-carbon-storage-for-the-conterminous-united-states-forest,"['Ecosystem Vulnerability', 'Carbon Balance']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=water-level-change-high-plains-aquifer-1995-to-2000,"Water-level change, High Plains aquifer, 1995 to 2000",water-level-change-high-plains-aquifer-1995-to-2000,https://catalog.data.gov/dataset/water-level-change-high-plains-aquifer-1995-to-2000,"['Water Resources', 'Ecosystem Vulnerability']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=water-depth-and-other-data-from-ice-islands-and-other-platforms-from-19700614-to-19711130-nodc-,"Cloud amount/frequency, NITRATE and other data from ICE ISLANDS, ICE ISLAND and THOMAS G. THOMPSON from 1970-06-14 to 1971-11-30 (NODC Accession 7200861)",water-depth-and-other-data-from-ice-islands-and-other-platforms-from-19700614-to-19711130-nodc-,https://catalog.data.gov/dataset/water-depth-and-other-data-from-ice-islands-and-other-platforms-from-19700614-to-19711130-nodc-,"['Arctic Ocean, Sea Ice and Coasts', 'Arctic']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=attributes-for-nhdplus-catchments-version-1-1for-the-conterminous-united-states-contact-ti-2002,"Attributes for NHDPlus Catchments (Version 1.1)for the Conterminous United States: Contact Time, 2002",attributes-for-nhdplus-catchments-version-1-1for-the-conterminous-united-states-contact-ti-2002,https://catalog.data.gov/dataset/attributes-for-nhdplus-catchments-version-1-1for-the-conterminous-united-states-contact-ti-2002,"['Atmospheric, Earth and Ocean Sciences', 'Water', 'Ecosystem Vulnerability']",
https://catalog.data.gov/api/3/action/package_show?id=gldas-noah-land-surface-model-l4-3-hourly-1-0-x-1-0-degree-v2-0-gldas-noah10-3h-at-ges-dis,GLDAS Noah Land Surface Model L4 3 hourly 1.0 x 1.0 degree V2.0 (GLDAS_NOAH10_3H) at GES DISC,gldas-noah-land-surface-model-l4-3-hourly-1-0-x-1-0-degree-v2-0-gldas-noah10-3h-at-ges-dis,https://catalog.data.gov/dataset/gldas-noah-land-surface-model-l4-3-hourly-1-0-x-1-0-degree-v2-0-gldas-noah10-3h-at-ges-dis,Water,
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=avian-point-transect-survey-seward-peninsula-alaska-2012,"Avian Point Transect Survey; Seward Peninsula, Alaska, 2012",avian-point-transect-survey-seward-peninsula-alaska-2012,https://catalog.data.gov/dataset/avian-point-transect-survey-seward-peninsula-alaska-2012,"['Permafrost and Arctic Landscapes', 'Arctic Peoples and Ecosystems', 'Arctic']",
https://catalog.data.gov/api/3/action/package_show?id=tiger-line-shapefile-2018-state-alaska-current-alaska-native-regional-corporation-anrc-state-ba,"TIGER/Line Shapefile, 2018,  state, Alaska, Current Alaska Native Regional Corporation (ANRC) State-based",tiger-line-shapefile-2018-state-alaska-current-alaska-native-regional-corporation-anrc-state-ba,https://catalog.data.gov/dataset/tiger-line-shapefile-2018-state-alaska-current-alaska-native-regional-corporation-anrc-state-ba,"['Arctic', 'Permafrost and Arctic Landscapes', 'Arctic Development and Transport', 'Arctic Peoples and Ecosystems']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=map-images-portraying-flight-paths-of-low-altitude-transects-over-the-arctic-network-of-na-2013,"Map images portraying flight paths of low-altitude transects over the Arctic Network of national park units and Selawik National Wildlife Refuge, Alaska, July 2013",map-images-portraying-flight-paths-of-low-altitude-transects-over-the-arctic-network-of-na-2013,https://catalog.data.gov/dataset/map-images-portraying-flight-paths-of-low-altitude-transects-over-the-arctic-network-of-na-2013,"['Permafrost and Arctic Landscapes', 'Arctic Peoples and Ecosystems', 'Arctic']",
https://catalog.data.gov/api/3/action/package_show?id=boem-pacific-active-oil-and-gas-platforms,BOEM Pacific Active Oil and Gas Platforms,boem-pacific-active-oil-and-gas-platforms,https://catalog.data.gov/dataset/boem-pacific-active-oil-and-gas-platforms,Energy Infrastructure,
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=dmsp-ssm-i-daily-and-monthly-polar-gridded-bootstrap-sea-ice-concentrations,DMSP SSM/I Daily and Monthly Polar Gridded Bootstrap Sea Ice Concentrations,dmsp-ssm-i-daily-and-monthly-polar-gridded-bootstrap-sea-ice-concentrations,https://catalog.data.gov/dataset/dmsp-ssm-i-daily-and-monthly-polar-gridded-bootstrap-sea-ice-concentrations,"['Arctic', 'Arctic Ocean, Sea Ice and Coasts', 'Melting Glaciers, Snow and Ice']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=attributes-for-nhdplus-catchments-version-1-1-level-3-nutrient-ecoregions-2002,"Attributes for NHDPlus Catchments (Version 1.1): Level 3 Nutrient Ecoregions, 2002",attributes-for-nhdplus-catchments-version-1-1-level-3-nutrient-ecoregions-2002,https://catalog.data.gov/dataset/attributes-for-nhdplus-catchments-version-1-1-level-3-nutrient-ecoregions-2002,Water,
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=water-level-change-high-plains-aquifer-1980-to-1995,"Water-level change, High Plains aquifer, 1980 to 1995",water-level-change-high-plains-aquifer-1980-to-1995,https://catalog.data.gov/dataset/water-level-change-high-plains-aquifer-1980-to-1995,"['Water Resources', 'Ecosystem Vulnerability']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=water-depth-and-other-data-from-ice-islands-and-other-platforms-from-19690525-to-19700821-nodc-,"Cloud amount/frequency, NITRATE and other data from ICE ISLANDS, KATHY JO and other platforms from 1969-05-25 to 1970-08-21 (NODC Accession 7001274)",water-depth-and-other-data-from-ice-islands-and-other-platforms-from-19690525-to-19700821-nodc-,https://catalog.data.gov/dataset/water-depth-and-other-data-from-ice-islands-and-other-platforms-from-19690525-to-19700821-nodc-,"['Arctic Ocean, Sea Ice and Coasts', 'Arctic']",
https://catalog.data.gov/api/3/action/package_show?id=tiger-line-shapefile-2018-nation-u-s-current-county-and-equivalent-national-shapefile,"TIGER/Line Shapefile, 2018,  nation, U.S., Current County and Equivalent National Shapefile",tiger-line-shapefile-2018-nation-u-s-current-county-and-equivalent-national-shapefile,https://catalog.data.gov/dataset/tiger-line-shapefile-2018-nation-u-s-current-county-and-equivalent-national-shapefile,"['Permafrost and Arctic Landscapes', 'Arctic Development and Transport', 'Arctic Peoples and Ecosystems', 'Arctic', 'Human Health']",
https://catalog.data.gov/api/3/action/package_show?id=mapping-habitat-and-potential-distributions-of-invasive-plant-species-on-usfws-national-wildlif,Mapping Habitat and Potential Distributions of Invasive Plant Species on USFWS National Wildlife Refuges,mapping-habitat-and-potential-distributions-of-invasive-plant-species-on-usfws-national-wildlif,https://catalog.data.gov/dataset/mapping-habitat-and-potential-distributions-of-invasive-plant-species-on-usfws-national-wildlif,"['Ecosystem Vulnerability', 'Invasive Species']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=amsr-e-aqua-daily-l3-25-km-tb-and-sea-ice-concentration-polar-grids-v002,AMSR-E/Aqua Daily L3 25 km Tb and Sea Ice Concentration Polar Grids V002,amsr-e-aqua-daily-l3-25-km-tb-and-sea-ice-concentration-polar-grids-v002,https://catalog.data.gov/dataset/amsr-e-aqua-daily-l3-25-km-tb-and-sea-ice-concentration-polar-grids-v002,"['Arctic', 'Arctic Ocean, Sea Ice and Coasts', 'Melting Glaciers, Snow and Ice']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=isccp-icesnow-nat,ISCCP_ICESNOW_NAT,isccp-icesnow-nat,https://catalog.data.gov/dataset/isccp-icesnow-nat,"['Arctic', 'Melting Glaciers, Snow and Ice', 'Arctic Weather and Extreme Events', 'Arctic-Global Teleconnections']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=nadir-photographs-taken-during-low-altitude-transects-of-the-arctic-network-of-national-pa-2013,"Nadir photographs taken during low-altitude transects of the Arctic Network of national park units and Selawik National Wildlife Refuge, Alaska, July 2013",nadir-photographs-taken-during-low-altitude-transects-of-the-arctic-network-of-national-pa-2013,https://catalog.data.gov/dataset/nadir-photographs-taken-during-low-altitude-transects-of-the-arctic-network-of-national-pa-2013,"['Permafrost and Arctic Landscapes', 'Arctic Peoples and Ecosystems', 'Arctic']",
https://catalog.data.gov/api/3/action/package_show?id=gldas-noah-land-surface-model-l4-3-hourly-0-25-x-0-25-degree-v2-0-gldas-noah025-3h-at-ges-,GLDAS Noah Land Surface Model L4 3 hourly 0.25 x 0.25 degree V2.0 (GLDAS_NOAH025_3H) at GES DISC,gldas-noah-land-surface-model-l4-3-hourly-0-25-x-0-25-degree-v2-0-gldas-noah025-3h-at-ges-,https://catalog.data.gov/dataset/gldas-noah-land-surface-model-l4-3-hourly-0-25-x-0-25-degree-v2-0-gldas-noah025-3h-at-ges-,Water,
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=historical-arctic-rawinsonde-archive-8c57f,Historical Arctic Rawinsonde Archive,historical-arctic-rawinsonde-archive-8c57f,https://catalog.data.gov/dataset/historical-arctic-rawinsonde-archive-8c57f,"['Arctic Weather and Extreme Events', 'Arctic']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=icebridge-atm-l2-elevation-slope-and-roughness-v002,"IceBridge ATM L2 Elevation, Slope, and Roughness V002",icebridge-atm-l2-elevation-slope-and-roughness-v002,https://catalog.data.gov/dataset/icebridge-atm-l2-elevation-slope-and-roughness-v002,"['Arctic', 'Arctic Ocean, Sea Ice and Coasts', 'Melting Glaciers, Snow and Ice', 'Arctic Weather and Extreme Events']",
https://catalog.data.gov/api/3/action/package_show?id=coastal-flood-hazard-composite-layer-for-the-coastal-flood-exposure-mapper,Coastal Flood Hazard Composite Layer for the Coastal Flood Exposure Mapper,coastal-flood-hazard-composite-layer-for-the-coastal-flood-exposure-mapper,https://catalog.data.gov/dataset/coastal-flood-hazard-composite-layer-for-the-coastal-flood-exposure-mapper,"['Coastal Flooding', 'Human Health']",
https://catalog.data.gov/api/3/action/package_show?id=coastal-tribal-lands,Coastal Tribal Lands,coastal-tribal-lands,https://catalog.data.gov/dataset/coastal-tribal-lands,"['Coastal Flooding', 'Human Health']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=coastal-zone-management-act-boundary-for-the-united-states-and-us-territories-as-of-decemb-2013,Coastal Zone Management Act Boundary for the United States and US Territories as of December 2013,coastal-zone-management-act-boundary-for-the-united-states-and-us-territories-as-of-decemb-2013,https://catalog.data.gov/dataset/coastal-zone-management-act-boundary-for-the-united-states-and-us-territories-as-of-decemb-2013,Coastal Flooding,
https://catalog.data.gov/api/3/action/package_show?id=critical-facilities-for-coastal-geographies6d338,Critical Facilities for Coastal Geographies,critical-facilities-for-coastal-geographies6d338,https://catalog.data.gov/dataset/critical-facilities-for-coastal-geographies6d338,"['Coastal Flooding', 'Human Health', 'Transportation', 'Transportation Nodes']",
https://catalog.data.gov/api/3/action/package_show?id=demographic-trends-1970-2010-for-coastal-geographies,Demographic Trends (1970-2010) for Coastal Geographies,demographic-trends-1970-2010-for-coastal-geographies,https://catalog.data.gov/dataset/demographic-trends-1970-2010-for-coastal-geographies,"['Coastal Flooding', 'Human Health']",
https://catalog.data.gov/api/3/action/package_show?id=essential-fish-habitat-efh-areas-protected-from-fishing7e227,Essential Fish Habitat (EFH) Areas Protected From Fishing,essential-fish-habitat-efh-areas-protected-from-fishing7e227,https://catalog.data.gov/dataset/essential-fish-habitat-efh-areas-protected-from-fishing7e227,"['Ecosystem Vulnerability', 'Biodiversity']",
https://catalog.data.gov/api/3/action/package_show?id=estuarine-bathymetric-digital-elevation-models-30-meter-and-3-arc-second-resolution-derived-fro449bb,Estuarine Bathymetric Digital Elevation Models (30 meter and 3 arc second resolution) Derived From Source Hydrographic Survey Soundings Collected by NOAA,estuarine-bathymetric-digital-elevation-models-30-meter-and-3-arc-second-resolution-derived-fro449bb,https://catalog.data.gov/dataset/estuarine-bathymetric-digital-elevation-models-30-meter-and-3-arc-second-resolution-derived-fro449bb,Coastal Flooding,
https://catalog.data.gov/api/3/action/package_show?id=great-lakes-coastwatch-nodea2804,Great Lakes CoastWatch Node,great-lakes-coastwatch-nodea2804,https://catalog.data.gov/dataset/great-lakes-coastwatch-nodea2804,"['Ecosystem Vulnerability', 'Changing Oceans']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=habitat-areas-of-particular-concern-a3c91,Habitat Areas of Particular Concern,habitat-areas-of-particular-concern-a3c91,https://catalog.data.gov/dataset/habitat-areas-of-particular-concern-a3c91,"['Ecosystem Vulnerability', 'Biodiversity']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=healthcare-cost-and-utilization-project-hcup-national-inpatient-sample-4a7c2,Healthcare Cost and Utilization Project (HCUP) - National Inpatient Sample,healthcare-cost-and-utilization-project-hcup-national-inpatient-sample-4a7c2,https://catalog.data.gov/dataset/healthcare-cost-and-utilization-project-hcup-national-inpatient-sample-4a7c2,Human Health,
https://catalog.data.gov/api/3/action/package_show?id=hydrometeorological-automated-data-system291fd,Hydrometeorological Automated Data System,hydrometeorological-automated-data-system291fd,https://catalog.data.gov/dataset/hydrometeorological-automated-data-system291fd,"['Energy Infrastructure', 'Water']",
BROKEN: https://catalog.data.gov/api/3/action/package_show?id=marine-hydrokinetic-projects-for-us-waters-as-of-january-2016,Marine Hydrokinetic Projects for US Waters as of January 2016,marine-hydrokinetic-projects-for-us-waters-as-of-january-2016,https://catalog.data.gov/dataset/marine-hydrokinetic-projects-for-us-waters-as-of-january-2016,"['Energy Infrastructure', 'Energy Resources', 'Energy Supply']",
https://catalog.data.gov/api/3/action/package_show?id=marinecadastre-gov,MarineCadastre.gov,marinecadastre-gov,https://catalog.data.gov/dataset/marinecadastre-gov,"['Arctic', 'Arctic Ocean, Sea Ice and Coasts', 'Coastal Flooding', 'Ecosystem Vulnerability', 'Changing Oceans', 'Energy Infrastructure', 'Energy Supply', 'Energy Transmission/distribution']",
https://catalog.data.gov/api/3/action/package_show?id=maritime-limits-and-boundaries-of-united-states-of-america29944,Maritime Limits and Boundaries of United States of America,maritime-limits-and-boundaries-of-united-states-of-america29944,https://catalog.data.gov/dataset/maritime-limits-and-boundaries-of-united-states-of-america29944,"['Arctic', 'Arctic Ocean, Sea Ice and Coasts', 'Arctic-Global Teleconnections']",
https://catalog.data.gov/api/3/action/package_show?id=noaa-coastal-mapping-shoreline-productsd81c6,NOAA Coastal Mapping Shoreline Products,noaa-coastal-mapping-shoreline-productsd81c6,https://catalog.data.gov/dataset/noaa-coastal-mapping-shoreline-productsd81c6,Coastal Flooding,
https://catalog.data.gov/api/3/action/package_show?id=noaa-composite-shoreline-vectorized-shoreline-derived-from-noaa-nos-coastal-survey-maps-and-ae,NOAA Composite Shoreline - Vectorized Shoreline Derived From NOAA-NOS Coastal Survey Maps and Aerial Photographs,noaa-composite-shoreline-vectorized-shoreline-derived-from-noaa-nos-coastal-survey-maps-and-ae,https://catalog.data.gov/dataset/noaa-composite-shoreline-vectorized-shoreline-derived-from-noaa-nos-coastal-survey-maps-and-ae,Coastal Flooding,
https://catalog.data.gov/api/3/action/package_show?id=noaa-digital-coast-sea-level-rise-and-coastal-flooding-impacts-viewer,NOAA Digital Coast Sea Level Rise and Coastal Flooding Impacts Viewer,noaa-digital-coast-sea-level-rise-and-coastal-flooding-impacts-viewer,https://catalog.data.gov/dataset/noaa-digital-coast-sea-level-rise-and-coastal-flooding-impacts-viewer,"['Coastal Flooding', 'Energy Infrastructure', 'Human Health', 'Transportation', 'Physical Data']",
https://catalog.data.gov/api/3/action/package_show?id=noaa-emergency-response-imagery719c7,NOAA Emergency Response Imagery,noaa-emergency-response-imagery719c7,https://catalog.data.gov/dataset/noaa-emergency-response-imagery719c7,Human Health,
https://catalog.data.gov/api/3/action/package_show?id=noaa-shoreline-website,NOAA Shoreline Website,noaa-shoreline-website,https://catalog.data.gov/dataset/noaa-shoreline-website,Coastal Flooding,
https://catalog.data.gov/api/3/action/package_show?id=noaas-coastal-change-analysis-program-c-cap-2010-forest-fragmentation-data-coastal-united-stat,NOAA's Coastal Change Analysis Program (C-CAP) 2010 Forest Fragmentation Data - Coastal United States,noaas-coastal-change-analysis-program-c-cap-2010-forest-fragmentation-data-coastal-united-stat,https://catalog.data.gov/dataset/noaas-coastal-change-analysis-program-c-cap-2010-forest-fragmentation-data-coastal-united-stat,"['Ecosystem Vulnerability', 'Land Cover and Land Use']",
https://catalog.data.gov/api/3/action/package_show?id=noaas-hydrographic-surveys-and-reports5c11c,NOAA's Hydrographic Surveys and Reports,noaas-hydrographic-surveys-and-reports5c11c,https://catalog.data.gov/dataset/noaas-hydrographic-surveys-and-reports5c11c,"['Ecosystem Vulnerability', 'Atmospheric, Earth and Ocean Sciences']",
https://catalog.data.gov/api/3/action/package_show?id=odin-observational-data-interactive-navigation-an-interactive-map-of-all-co-ops-active-stationsfb085,"ODIN: Observational Data Interactive Navigation, an interactive map of all CO-OPS active stations",odin-observational-data-interactive-navigation-an-interactive-map-of-all-co-ops-active-stationsfb085,https://catalog.data.gov/dataset/odin-observational-data-interactive-navigation-an-interactive-map-of-all-co-ops-active-stationsfb085,Coastal Flooding,
https://catalog.data.gov/api/3/action/package_show?id=offshore-wind-technology-depth-zones,Offshore Wind Technology Depth Zones,offshore-wind-technology-depth-zones,https://catalog.data.gov/dataset/offshore-wind-technology-depth-zones,"['Energy Infrastructure', 'Energy Resources', 'Energy Supply']",
https://catalog.data.gov/api/3/action/package_show?id=oil-and-gas-pipelines-in-the-gulf-of-mexico-from-boem55a67,Oil and Gas Pipelines in the Gulf of Mexico from BOEM,oil-and-gas-pipelines-in-the-gulf-of-mexico-from-boem55a67,https://catalog.data.gov/dataset/oil-and-gas-pipelines-in-the-gulf-of-mexico-from-boem55a67,"['Energy Infrastructure', 'Energy Resources', 'Energy Supply', 'Energy Transmission/distribution']",
https://catalog.data.gov/api/3/action/package_show?id=phytoplankton-monitoring-network-pmn7950a,Phytoplankton Monitoring Network (PMN),phytoplankton-monitoring-network-pmn7950a,https://catalog.data.gov/dataset/phytoplankton-monitoring-network-pmn7950a,"['Ecosystem Vulnerability', 'Biodiversity']",
https://catalog.data.gov/api/3/action/package_show?id=sea-levels-online-sea-level-variations-of-the-united-states-derived-from-national-water-level-o82b59,Sea Levels Online: Sea Level Variations of the United States Derived from National Water Level Observation Network Stations,sea-levels-online-sea-level-variations-of-the-united-states-derived-from-national-water-level-o82b59,https://catalog.data.gov/dataset/sea-levels-online-sea-level-variations-of-the-united-states-derived-from-national-water-level-o82b59,"['Coastal Flooding', 'Ecosystem Vulnerability', 'Atmospheric, Earth and Ocean Sciences']",
https://catalog.data.gov/api/3/action/package_show?id=sensitivity-of-coastal-environments-and-wildlife-to-spilled-oil-northwest-arctic-alaska-birds-b4a777,"Sensitivity of Coastal Environments and Wildlife to Spilled Oil: Northwest Arctic, Alaska: BIRDS (Bird Polygons)",sensitivity-of-coastal-environments-and-wildlife-to-spilled-oil-northwest-arctic-alaska-birds-b4a777,https://catalog.data.gov/dataset/sensitivity-of-coastal-environments-and-wildlife-to-spilled-oil-northwest-arctic-alaska-birds-b4a777,"['Arctic', 'Arctic Ocean, Sea Ice and Coasts', 'Arctic Peoples and Ecosystems']",
https://catalog.data.gov/api/3/action/package_show?id=sensitivity-of-coastal-environments-and-wildlife-to-spilled-oil-northwest-arctic-alaska-fish-fic500d,"Sensitivity of Coastal Environments and Wildlife to Spilled Oil: Northwest Arctic, Alaska: FISH (Fish Polygons)",sensitivity-of-coastal-environments-and-wildlife-to-spilled-oil-northwest-arctic-alaska-fish-fic500d,https://catalog.data.gov/dataset/sensitivity-of-coastal-environments-and-wildlife-to-spilled-oil-northwest-arctic-alaska-fish-fic500d,"['Arctic', 'Arctic Ocean, Sea Ice and Coasts', 'Arctic Peoples and Ecosystems']",
https://catalog.data.gov/api/3/action/package_show?id=sensitivity-of-coastal-environments-and-wildlife-to-spilled-oil-northwest-arctic-alaska-fishl-fcd7ac,"Sensitivity of Coastal Environments and Wildlife to Spilled Oil: Northwest Arctic, Alaska: FISHL (Fish Lines)",sensitivity-of-coastal-environments-and-wildlife-to-spilled-oil-northwest-arctic-alaska-fishl-fcd7ac,https://catalog.data.gov/dataset/sensitivity-of-coastal-environments-and-wildlife-to-spilled-oil-northwest-arctic-alaska-fishl-fcd7ac,"['Arctic', 'Arctic Ocean, Sea Ice and Coasts', 'Arctic Peoples and Ecosystems']",
